id	GROUP	ct	SECONDARY	infoline	origin	perturb	lifestage	age	age.units	sex	type	COLOR	category	Project	Donor	name
BSS00694	Cancer	HepG2_treated_with_2_mM_pravastatin_for_16_hours	Liver	HEPATOCELLULAR CARCINOMA	HepG2	2_mM_pravastatin_for_16_hours	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS00695	Cancer	HepG2_treated_with_forskolin_and_pyruvate_for_6_hours	Liver	HEPATOCELLULAR CARCINOMA	HepG2	forskolin_and_pyruvate_for_6_hours	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS00697	Stromal	HFF-Myc_originated_from_foreskin_fibroblast		FORESKIN FIBROBLAST			newborn	unknown		male	cell line	#FF720C	Primary Cell	ENCODE (New)	ENCDO232AAA	HFF-Myc originated from foreskin fibroblast
BSS00700	Muscle	hindlimb_muscle_male_embryo_(120_days)		LEG MUSCLE			embryonic	120	day	male	tissue	#C2655D	Tissue	Roadmap (New)	ENCDO249ZDZ	hindlimb muscle male embryo (120 days)
BSS00701	Epithelial	HK-2	Kidney	PROXIMAL TUBULE EPITHELIAL CELL			unknown/mixed	unknown		male	cell line	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO592BBN	HK-2
BSS00702	Cancer	HL-60	HSC & B-cell	ACUTE PROMYELOCYTIC LEUKEMIA			adult	36	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAM	HL-60
BSS00703	Epithelial	HPDE6-E6E7	Pancreas	PANCREATIC DUCT EPITHELIAL CELL			adult	63	year	female	cell line	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO830PVG	HPDE6-E6E7
BSS00704	Epithelial	HS-27A	Bone	BONE MARROW EPITHELIAL CELL			adult	unknown		male	cell line	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO000AAT	HS-27A
BSS00705	Bone	HS-5		BONE MARROW STROMA			adult	unknown		male	cell line	#6FB7EB	Tissue	ENCODE (New)	ENCDO000AAU	HS-5
BSS00708	Cancer	HT-29	Digestive	COLORECTAL ADENOCARCINOMA			adult	44	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO347AAA	HT-29
BSS00709	Cancer	HT1080	Stromal	FIBROSARCOMA			adult	35	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO033CRF	HT1080
BSS00714	Placenta & EEM	HTR-8_SVneo		TROPHOBLAST			embryonic	6-12	week	unknown/mixed	cell line	#E10000	Tissue	ENCODE (New)	ENCDO252AAA	HTR-8/SVneo
BSS00715	ESC	HUES48		ESC			embryonic	unknown		female	cell line	#924965	Stem-like	Roadmap 2015	ENCDO741IWK	HUES48
BSS00716	ESC	HUES6		ESC			embryonic	unknown		female	cell line	#924965	Stem-like	Roadmap 2015	ENCDO734LQV	HUES6
BSS00717	ESC	HUES64		ESC			embryonic	unknown		male	cell line	#924965	Stem-like	Roadmap 2015	ENCDO424FTP	HUES64
BSS00718	Cancer	HuH-7	Liver	HEPATOCELLULAR CARCINOMA			adult	57	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO000ACU	HuH-7
BSS00719	Cancer	HuH-7.5	Liver	HEPATOCELLULAR CARCINOMA			adult	57	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO000ACU	HuH-7.5
BSS00720	Stromal	IMR-90	Lung	LUNG FIBROBLAST			embryonic	16	week	female	cell line	#FF720C	Primary Cell	Roadmap 2015	ENCDO000AAX	IMR-90
BSS00729	Brain	inferior_parietal_cortex_male_adult_(84_years)		INFERIOR PARIETAL CORTEX			adult	84	year	male	tissue	#C5912B	Neural	ENCODE (New)	ENCDO240JUB	inferior parietal cortex male adult (84 years)
BSS00731	iPSC	iPS_DF_19.11_male_newborn		iPSC			newborn	unknown		male	cell line	#69608A	Stem-like	Roadmap 2015	ENCDO592CQV	iPS DF 19.11 male newborn
BSS00732	iPSC	iPS_DF_19.7_male_newborn		iPSC			newborn	unknown		male	cell line	#69608A	Stem-like	Roadmap (New)	ENCDO592CQV	iPS DF 19.7 male newborn
BSS00733	iPSC	iPS_DF_4.7_male_newborn		iPSC			newborn	unknown		male	cell line	#69608A	Stem-like	Roadmap (New)	ENCDO592CQV	iPS DF 4.7 male newborn
BSS00734	iPSC	iPS_DF_6.9_male_newborn		iPSC			newborn	unknown		male	cell line	#69608A	Stem-like	Roadmap 2015	ENCDO592CQV	iPS DF 6.9 male newborn
BSS00735	iPSC	iPS-11a_male_adult_(36_years)		iPSC			adult	36	year	male	cell line	#69608A	Stem-like	Roadmap (New)	ENCDO632AGT	iPS-11a male adult (36 years)
BSS00736	iPSC	iPS-15b_female_adult_(48_years)		iPSC			adult	48	year	female	cell line	#69608A	Stem-like	Roadmap 2015	ENCDO163OST	iPS-15b female adult (48 years)
BSS00737	iPSC	iPS-18a_female_adult_(48_years)		iPSC			adult	48	year	female	cell line	#69608A	Stem-like	Roadmap 2015	ENCDO844VGJ	iPS-18a female adult (48 years)
BSS00738	iPSC	iPS-18c_female_adult_(48_years)		iPSC			adult	48	year	female	cell line	#69608A	Stem-like	Roadmap 2015	ENCDO844VGJ	iPS-18c female adult (48 years)
BSS00739	iPSC	iPS-20b_male_adult_(55_years)		iPSC			adult	55	year	male	cell line	#69608A	Stem-like	Roadmap 2015	ENCDO175XVW	iPS-20b male adult (55 years)
BSS00741	iPSC	iPS-NIHi11_male_adult_(71_year)_originated_from_AG20443		iPSC			adult	71	year	male	cell line	#69608A	Stem-like	ENCODE (New)	ENCDO696YOM	iPS-NIHi11 male adult (71 year) originated from AG20443
BSS00742	iPSC	iPS-NIHi7_female_adult_(85_years)_originated_from_AG08395		iPSC			adult	85	year	female	cell line	#69608A	Stem-like	ENCODE (New)	ENCDO016AAA	iPS-NIHi7 female adult (85 years) originated from AG08395
BSS00743	Epithelial	iris_pigment_epithelial_cell	Eye	IRIS PIGMENT EPITHELIAL CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO100AAA	iris pigment epithelial cell
BSS00744	Cancer	Ishikawa	Reproductive	ENDOMETRIAL ADENOCARCINOMA			unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS00745	Cancer	Ishikawa_treated_with_0.02pct_dimethyl_sulfoxide_for_1_hour	Reproductive	ENDOMETRIAL ADENOCARCINOMA	Ishikawa	0.02pct_dimethyl_sulfoxide_for_1_hour	adult	39	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000ACV	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour
BSS00748	Cancer	Ishikawa_treated_with_10_nM_17b-estradiol_for_30_minutes	Reproductive	ENDOMETRIAL ADENOCARCINOMA	Ishikawa	10_nM_17b-estradiol_for_30_minutes	adult	39	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000ACV	Ishikawa treated with 10 nM 17β-estradiol for 30 minutes
BSS00756	Cancer	Ishikawa_treated_with_600_nM_afimoxifene_for_30_minutes	Reproductive	ENDOMETRIAL ADENOCARCINOMA	Ishikawa	600_nM_afimoxifene_for_30_minutes	adult	39	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000ACV	Ishikawa treated with 600 nM afimoxifene for 30 minutes
BSS00758	Pancreas	islet_precursor_cell		ISLET PRECURSOR CELL			embryonic	5	day	female	in vitro differentiated cells	#87A3E1	Tissue	ENCODE (New)	ENCDO222AAA	islet precursor cell
BSS00760	HSC & B-cell	Jurkat_clone_E61		LYMPHOCYTE			child	14	year	male	cell line	#55A354	Immune	ENCODE (New)	ENCDO000AAY	Jurkat clone E61
BSS00762	Cancer	K562	HSC & B-cell	MYELOGENOUS LEUKEMIA			adult	53	year	female	cell line	#000000	Other	ENCODE 2012	ENCDO000AAD	K562
BSS01038	Cancer	K562_G1_phase	HSC & B-cell	MYELOGENOUS LEUKEMIA	K562	G1_phase	adult	53	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAD	K562 G1 phase
BSS01039	Cancer	K562_G2_phase	HSC & B-cell	MYELOGENOUS LEUKEMIA	K562	G2_phase	adult	53	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAD	K562 G2 phase
BSS01056	Cancer	K562_treated_with_0.05pct_dimethyl_sulfoxide_for_72_hours	HSC & B-cell	MYELOGENOUS LEUKEMIA	K562	0.05pct_dimethyl_sulfoxide_for_72_hours	adult	53	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAD	K562 treated with 0.05% dimethyl sulfoxide for 72 hours
BSS01057	Cancer	K562_treated_with_1_mM_vorinostat_for_72_hours	HSC & B-cell	MYELOGENOUS LEUKEMIA	K562	1_mM_vorinostat_for_72_hours	adult	53	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAD	K562 treated with 1 μM vorinostat for 72 hours
BSS01059	Cancer	K562_treated_with_500_mM_sodium_butyrate_for_72_hours	HSC & B-cell	MYELOGENOUS LEUKEMIA	K562	500_mM_sodium_butyrate_for_72_hours	adult	53	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO000AAD	K562 treated with 500 μM sodium butyrate for 72 hours
BSS01060	Cancer	K562_treated_with_interferon_alpha_for_30_minutes	HSC & B-cell	MYELOGENOUS LEUKEMIA	K562	interferon_alpha_for_30_minutes	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01061	Cancer	K562_treated_with_interferon_alpha_for_6_hours	HSC & B-cell	MYELOGENOUS LEUKEMIA	K562	interferon_alpha_for_6_hours	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01062	Cancer	K562_treated_with_interferon_gamma_for_30_minutes	HSC & B-cell	MYELOGENOUS LEUKEMIA	K562	interferon_gamma_for_30_minutes	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01063	Cancer	K562_treated_with_interferon_gamma_for_6_hours	HSC & B-cell	MYELOGENOUS LEUKEMIA	K562	interferon_gamma_for_6_hours	unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01065	Cancer	Karpas-422	HSC & B-cell	B CELL LYMPHOMA			adult	72	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO354AAA	Karpas-422
BSS01066	Cancer	KBM-7	HSC & B-cell	MYELOGENOUS LEUKEMIA			adult	44	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO763VKT	KBM-7
BSS01068	Epithelial	keratinocyte_female		KERATINOCYTE			unknown/mixed	unknown		female	primary cell	#FF9D0C	Primary Cell	ENCODE 2012	ENCDO268AAA,ENCDO302AAA	keratinocyte female
BSS01071	Epithelial	keratinocyte_male		KERATINOCYTE			unknown/mixed	unknown		male	primary cell	#FF9D0C	Primary Cell	ENCODE 2012	ENCDO303AAA	keratinocyte male
BSS01077	Endothelial	kidney_capillary_endothelial_cell_female_embryo_(113_days)	Kidney	KIDNEY CAPILLARY ENDOTHELIAL CELL			embryonic	113	day	female	primary cell	#FFCA0C	Primary Cell	ENCODE (New)	ENCDO987XTQ	kidney capillary endothelial cell female embryo (113 days)
BSS01078	Kidney	kidney_embryo_(59_days)_and_female_embryo_(59_days)		KIDNEY			embryonic	59	day	unknown/mixed	tissue	#660000	Tissue	ENCODE (New)	ENCDO065EIP,ENCDO163CLX	kidney embryo (59 days) and female embryo (59 days)
BSS01079	Kidney	kidney_embryo_(80_days)		KIDNEY			embryonic	80	day	unknown/mixed	tissue	#660000	Tissue	ENCODE (New)	ENCDO662IIE	kidney embryo (80 days)
BSS01080	Epithelial	kidney_epithelial_cell	Kidney	KIDNEY EPITHELIAL CELL			unknown/mixed	unknown		unknown/mixed	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO810BYC	kidney epithelial cell
BSS01084	Kidney	kidney_female_embryo_(105_days)		KIDNEY			embryonic	105	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO718LHH,ENCDO863KZW	kidney female embryo (105 days)
BSS01085	Kidney	kidney_female_embryo_(108_days)		KIDNEY			embryonic	108	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO012PVK	kidney female embryo (108 days)
BSS01086	Kidney	kidney_female_embryo_(113_days)		KIDNEY			embryonic	113	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO319EMZ	kidney female embryo (113 days)
BSS01088	Kidney	kidney_female_embryo_(120_days)		KIDNEY			embryonic	120	day	female	tissue	#660000	Tissue	Roadmap 2015	ENCDO670CKN	kidney female embryo (120 days)
BSS01089	Kidney	kidney_female_embryo_(121_day)		KIDNEY			embryonic	121	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO920LST	kidney female embryo (121 day)
BSS01090	Kidney	kidney_female_embryo_(76_days)_and_male_embryo_(76_days)		KIDNEY			embryonic	76	day	unknown/mixed	tissue	#660000	Tissue	ENCODE (New)	ENCDO237NAG,ENCDO647EYG	kidney female embryo (76 days) and male embryo (76 days)
BSS01091	Kidney	kidney_female_embryo_(85_days)		KIDNEY			embryonic	85	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO165PKL	kidney female embryo (85 days)
BSS01092	Epithelial	kidney_glomerular_epithelial_cell_male_adult_(43_years)_and_male_adult_(62_years)	Kidney	GLOMERULUS EPITHELIAL CELL			adult	43,62	year	male	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO484OWJ,ENCDO730EZR	kidney glomerular epithelial cell male adult (43 years) and male adult (62 years)
BSS01093	Kidney	kidney_male_adult_(22_years)_and_male_adult_(27_years)_and_male_adult_(35_years)		KIDNEY			adult	22	year	male	tissue	#660000	Tissue	ENCODE (New)	NA	NA
BSS01096	Kidney	kidney_male_adult_(50_years)		KIDNEY			adult	50	year	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO646IOH	kidney male adult (50 years)
BSS01097	Kidney	kidney_male_adult_(67_years)		KIDNEY			adult	67	year	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO620KOS	kidney male adult (67 years)
BSS01099	Kidney	kidney_male_embryo_(105_days)		KIDNEY			embryonic	105	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO350ZUK	kidney male embryo (105 days)
BSS01100	Kidney	kidney_male_embryo_(85_days)		KIDNEY			embryonic	85	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO342PFI	kidney male embryo (85 days)
BSS01101	Kidney	kidney_male_embryo_(87_days)		KIDNEY			embryonic	87	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO443KWV	kidney male embryo (87 days)
BSS01102	Epithelial	kidney_tubule_cell_female_adult_(80_years)_and_male_adult_(62_years)	Kidney	TUBULE CELL			adult	80,62	year	unknown/mixed	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO335XPZ,ENCDO421EJG	kidney tubule cell female adult (80 years) and male adult (62 years)
BSS01103	Epithelial	kidney_tubule_cell_female_adult_(80_years)_treated_with_5_mM_cisplatin	Kidney	TUBULE CELL	kidney_tubule_cell_female_adult_(80_years)	5_mM_cisplatin	adult	80	year	female	primary cell	#FF9D0C	Primary Cell	ENCODE (New)	ENCDO421EJG	kidney tubule cell female adult (80 years) treated with 5 μM cisplatin
BSS01104	Cancer	KMS-11	HSC & B-cell	MYELOMA			adult	67	year	female	cell line	#000000	Other	ENCODE (New)	ENCDO133EXU	KMS-11
BSS01105	Cancer	KOPT-K1	Blood & T-cell	ACUTE LYMPHOBLASTIC LEUKEMIA			unknown/mixed	unknown		unknown/mixed	cell line	#000000	Other	ENCODE (New)	ENCDO568LPD	KOPT-K1
BSS01107	iPSC	L1-S8		iPSC			unknown/mixed	unknown		unknown/mixed	cell line	#69608A	Stem-like	ENCODE (New)	ENCDO315JDK	L1-S8
BSS01108	iPSC	L1-S8R		iPSC			unknown/mixed	unknown		unknown/mixed	cell line	#69608A	Stem-like	ENCODE (New)	ENCDO315JDK	L1-S8R
BSS01109	Digestive	large_intestine_female_embryo_(103_days)		LARGE INTESTINE			embryonic	103	day	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO623IAT	large intestine female embryo (103 days)
BSS01110	Digestive	large_intestine_female_embryo_(105_days)		LARGE INTESTINE			embryonic	105	day	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO766MZV	large intestine female embryo (105 days)
BSS01111	Digestive	large_intestine_female_embryo_(107_days)		LARGE INTESTINE			embryonic	107	day	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO607LOS	large intestine female embryo (107 days)
BSS01112	Digestive	large_intestine_female_embryo_(108_days)		LARGE INTESTINE			embryonic	108	day	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO012PVK	large intestine female embryo (108 days)
BSS01113	Digestive	large_intestine_female_embryo_(110_days)		LARGE INTESTINE			embryonic	110	day	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO087TLK	large intestine female embryo (110 days)
BSS01114	Digestive	large_intestine_female_embryo_(120_days)		LARGE INTESTINE			embryonic	120	day	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO555CMC	large intestine female embryo (120 days)
BSS01116	Digestive	large_intestine_female_embryo_(91_day)		LARGE INTESTINE			embryonic	91	day	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO605ZCF	large intestine female embryo (91 day)
BSS01117	Digestive	large_intestine_female_embryo_(98_days)		LARGE INTESTINE			embryonic	98	day	female	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO837QWL	large intestine female embryo (98 days)
BSS01118	Digestive	large_intestine_male_embryo_(105_days)		LARGE INTESTINE			embryonic	105	day	male	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO171HMD,ENCDO350ZUK	large intestine male embryo (105 days)
BSS01119	Digestive	large_intestine_male_embryo_(108_days)		LARGE INTESTINE			embryonic	108	day	male	tissue	#C58DAA	Tissue	Roadmap 2015	ENCDO119ASK,ENCDO132ASK	large intestine male embryo (108 days)
BSS01120	Digestive	large_intestine_male_embryo_(113_days)		LARGE INTESTINE			embryonic	113	day	male	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO608XKS	large intestine male embryo (113 days)
BSS01121	Digestive	large_intestine_male_embryo_(115_days)		LARGE INTESTINE			embryonic	115	day	male	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO999JZG	large intestine male embryo (115 days)
BSS01122	Digestive	large_intestine_male_embryo_(91_day)		LARGE INTESTINE			embryonic	91	day	male	tissue	#C58DAA	Tissue	Roadmap (New)	ENCDO375VTO	large intestine male embryo (91 day)
BSS01124	Brain	layer_of_hippocampus_female_adult_(75_years)		HIPPOCAMPUS			adult	75	year	female	tissue	#C5912B	Neural	Roadmap (New)	ENCDO871IWW	layer of hippocampus female adult (75 years)
BSS01125	Brain	layer_of_hippocampus_male_adult_(73_years)		HIPPOCAMPUS			adult	73	year	male	tissue	#C5912B	Neural	Roadmap 2015	ENCDO636RDE	layer of hippocampus male adult (73 years)
BSS01126	Brain	layer_of_hippocampus_male_adult_(81_year)		HIPPOCAMPUS			adult	81	year	male	tissue	#C5912B	Neural	Roadmap 2015	ENCDO980BZD	layer of hippocampus male adult (81 year)
BSS01127	Heart	left_cardiac_atrium_female_embryo_(101_day)		HEART LEFT ATRIUM			embryonic	101	day	female	tissue	#D56F80	Tissue	ENCODE (New)	ENCDO060OTP	left cardiac atrium female embryo (101 day)
BSS01128	Kidney	left_kidney_female_embryo_(107_days)		KIDNEY			embryonic	107	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO607LOS	left kidney female embryo (107 days)
BSS01129	Kidney	left_kidney_female_embryo_(110_days)		KIDNEY			embryonic	110	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO087TLK	left kidney female embryo (110 days)
BSS01130	Kidney	left_kidney_female_embryo_(147_days)		KIDNEY			embryonic	147	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO863JOG	left kidney female embryo (147 days)
BSS01131	Kidney	left_kidney_female_embryo_(59_days)_and_male_embryo_(91_day)		KIDNEY			embryonic	91,59	day	unknown/mixed	tissue	#660000	Tissue	ENCODE (New)	ENCDO245RIZ,ENCDO294EUZ	left kidney female embryo (59 days) and male embryo (91 day)
BSS01132	Kidney	left_kidney_female_embryo_(87_days)		KIDNEY			embryonic	87	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO814BQX	left kidney female embryo (87 days)
BSS01133	Kidney	left_kidney_female_embryo_(98_days)		KIDNEY			embryonic	98	day	female	tissue	#660000	Tissue	Roadmap (New)	ENCDO633IHH	left kidney female embryo (98 days)
BSS01134	Kidney	left_kidney_male_embryo_(115_days)		KIDNEY			embryonic	115	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO816OTW	left kidney male embryo (115 days)
BSS01135	Kidney	left_kidney_male_embryo_(87_days)		KIDNEY			embryonic	87	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO126IGB	left kidney male embryo (87 days)
BSS01136	Kidney	left_kidney_male_embryo_(96_days)		KIDNEY			embryonic	96	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO817EKT	left kidney male embryo (96 days)
BSS01137	Lung	left_lung_female_embryo_(105_days)		LUNG			embryonic	105	day	female	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO766MZV	left lung female embryo (105 days)
BSS01138	Lung	left_lung_female_embryo_(107_days)		LUNG			embryonic	107	day	female	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO607LOS	left lung female embryo (107 days)
BSS01139	Lung	left_lung_female_embryo_(108_days)		LUNG			embryonic	108	day	female	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO012PVK	left lung female embryo (108 days)
BSS01140	Lung	left_lung_female_embryo_(110_days)		LUNG			embryonic	110	day	female	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO087TLK	left lung female embryo (110 days)
BSS01141	Lung	left_lung_female_embryo_(117_days)		LUNG			embryonic	117	day	female	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO453STB	left lung female embryo (117 days)
BSS01142	Lung	left_lung_female_embryo_(91_day)		LUNG			embryonic	91	day	female	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO605ZCF	left lung female embryo (91 day)
BSS01143	Lung	left_lung_female_embryo_(98_days)		LUNG			embryonic	98	day	female	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO837QWL	left lung female embryo (98 days)
BSS01144	Lung	left_lung_male_embryo_(105_days)		LUNG			embryonic	105	day	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO171HMD	left lung male embryo (105 days)
BSS01145	Lung	left_lung_male_embryo_(113_days)		LUNG			embryonic	113	day	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO608XKS	left lung male embryo (113 days)
BSS01146	Lung	left_lung_male_embryo_(115_days)		LUNG			embryonic	115	day	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO816OTW	left lung male embryo (115 days)
BSS01147	Lung	left_lung_male_embryo_(87_days)		LUNG			embryonic	87	day	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO126IGB	left lung male embryo (87 days)
BSS01148	Lung	left_lung_male_embryo_(91_day)		LUNG			embryonic	91	day	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO375VTO	left lung male embryo (91 day)
BSS01149	Lung	left_lung_male_embryo_(96_days)		LUNG			embryonic	96	day	male	tissue	#D9D2E9	Tissue	Roadmap (New)	ENCDO817EKT	left lung male embryo (96 days)
BSS01150	Kidney	left_renal_cortex_interstitium_male_embryo_(105_days)		RENAL CORTEX INTERSTITIUM			embryonic	105	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO171HMD,ENCDO378UAU,ENCDO513BVP	left renal cortex interstitium male embryo (105 days)
BSS01151	Kidney	left_renal_cortex_interstitium_male_embryo_(120_days)		RENAL CORTEX INTERSTITIUM			embryonic	120	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO327QNA	left renal cortex interstitium male embryo (120 days)
BSS01152	Kidney	left_renal_pelvis_male_embryo_(105_days)		RENAL PELVIS			embryonic	105	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO171HMD,ENCDO378UAU,ENCDO513BVP	left renal pelvis male embryo (105 days)
BSS01153	Kidney	left_renal_pelvis_male_embryo_(120_days)		RENAL PELVIS			embryonic	120	day	male	tissue	#660000	Tissue	Roadmap (New)	ENCDO327QNA	left renal pelvis male embryo (120 days)
BSS01154	Bone	leg_bone_male_embryo_(81_day)		BONE LEG			embryonic	81	day	male	tissue	#6FB7EB	Tissue	ENCODE (New)	ENCDO184UZW	leg bone male embryo (81 day)
BSS01155	Myosat	LHCN-M2		SKELETAL MUSCLE MYOBLAST			adult	41	year	male	cell line	#E67326	Tissue	ENCODE (New)	ENCDO000ACW	LHCN-M2
BSS01156	Other	limb_embryo_(53_days)_and_embryo_(56_days)		LIMB EMBRYO			embryonic	53,56	day	unknown/mixed	tissue	#999999	Other	ENCODE (New)	ENCDO114CJX,ENCDO733WDT,ENCDO870GPO	limb embryo (53 days) and embryo (56 days)
BSS01157	Other	limb_embryo_(58_days)_and_embryo_(59_days)		LIMB EMBRYO			embryonic	58,59	day	unknown/mixed	tissue	#999999	Other	ENCODE (New)	ENCDO041UTR,ENCDO234CBV	limb embryo (58 days) and embryo (59 days)
BSS01158	Liver	liver_embryo_(59_days)_and_embryo_(80_days)		LIVER			embryonic	59,80	day	unknown/mixed	tissue	#5151E7	Tissue	ENCODE (New)	ENCDO163CLX,ENCDO662IIE	liver embryo (59 days) and embryo (80 days)
BSS01159	Liver	liver_female_adult_(25_years)		LIVER			adult	25	year	female	tissue	#5151E7	Tissue	Roadmap 2015	ENCDO776UMN	liver female adult (25 years)
BSS01161	Liver	liver_female_child_(4_years)		LIVER			child	4	year	female	tissue	#5151E7	Tissue	ENCODE (New)	NA	NA
BSS01163	Liver	liver_female_child_(6_years)_and_male_adult_(32_years)		LIVER			unknown/mixed	6,32	year	unknown/mixed	tissue	#5151E7	Tissue	ENCODE (New)	NA	NA
BSS01164	Liver	liver_female_embryo_(101_day)_and_female_embryo_(113_days)		LIVER			embryonic	101,113	day	female	tissue	#5151E7	Tissue	ENCODE (New)	ENCDO060OTP,ENCDO987XTQ	liver female embryo (101 day) and female embryo (113 days)
BSS01168	Liver	liver_male_adult_(31_year)		LIVER			adult	31	year	male	tissue	#5151E7	Tissue	Roadmap 2015	ENCDO832GKP	liver male adult (31 year)
BSS01169	Liver	liver_male_adult_(32_years)		LIVER			adult	32	year	male	tissue	#5151E7	Tissue	Roadmap (New)	ENCDO060AAA	liver male adult (32 years)
BSS01170	Liver	liver_male_adult_(78_years)		LIVER			adult	78	year	male	tissue	#5151E7	Tissue	Roadmap 2015	ENCDO232KQV	liver male adult (78 years)
BSS01172	Cancer	LNCAP	Reproductive	PROSTATE ADENOCARCINOMA			unknown/mixed			unknown/mixed	cell line	#000000	Other	ENCODE (New)	NA	NA
BSS01173	Cancer	LNCaP_clone_FGC	Reproductive	PROSTATE ADENOCARCINOMA			adult	50	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO000ACX	LNCaP clone FGC
BSS01174	Cancer	LNCaP_clone_FGC_treated_with_1_nM_17b-hydroxy-17-methylestra-4,9,11-trien-3-one_for_12_hours	Reproductive	PROSTATE ADENOCARCINOMA	LNCaP_clone_FGC	1_nM_17b-hydroxy-17-methylestra-4,9,11-trien-3-one_for_12_hours	adult	50	year	male	cell line	#000000	Other	ENCODE (New)	ENCDO000ACX	LNCaP clone FGC treated with 1 nM 17β-hydroxy-17-methylestra-4,9,11-trien-3-one for 12 hours
